"Dataset","DefectNum","ModuleNum","DefectRate","ImbLevel","Metrics","Classifier","ImbLearner","ImbLearnerType","AUC","MCC","ImbGroup","dset","bMCC","dMCC"
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","SMOTE",0.6194,0.2012,"M&H IR","Eclipse_PDE_UI",0.1983,0.00289999999999999
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","SMOTE",0.723,0.4148,"Low IR","Equinox_Framework",0.4183,-0.0035
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","SMOTE",0.6401,0.2326,"M&H IR","ivy-2.0",0.2075,0.0251
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","SMOTE",0.8082,0.6129,"Low IR","jedit-3.2",0.6197,-0.00680000000000003
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","SMOTE",0.7242,0.4395,"Low IR","jedit-4.0",0.3872,0.0523
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","SMOTE",0.7247,0.429,"Low IR","jedit-4.1",0.3794,0.0496
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","SMOTE",0.7114,0.3883,"M&H IR","jedit-4.2",0.4579,-0.0696
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","SMOTE",0.6944,0.2616,"M&H IR","jedit-4.3",-0.0013,0.2629
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","SMOTE",0.7071,0.4421,"Low IR","log4j-1.0",0.412,0.0301
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","SMOTE",0.6541,0.2525,"M&H IR","Lucene",0.2744,-0.0219
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","SMOTE",0.6514,0.238,"M&H IR","Mylyn",0.2021,0.0359
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","SMOTE",0.6295,0.244,"M&H IR","poi-2.0",0.2608,-0.0168
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","SMOTE",0.644,0.219,"M&H IR","synapse-1.0",0.1426,0.0764
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","SMOTE",0.7008,0.3854,"Low IR","synapse-1.1",0.3709,0.0145
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","SMOTE",0.6933,0.4049,"Low IR","synapse-1.2",0.4585,-0.0536
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","SMOTE",0.6999,0.3745,"Low IR","velocity-1.6",0.3823,-0.00779999999999997
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","SMOTE",0.8332,0.5945,"M&H IR","xerces-1.2",0.6234,-0.0288999999999999
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","SMOTE",0.707,0.4022,"M&H IR","xerces-1.3",0.4165,-0.0143
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","OS",0.6074,0.223,"M&H IR","ant-1.3",0.1396,0.0834
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","OS",0.7203,0.4362,"Low IR","ant-1.4",0.3572,0.079
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","OS",0.6768,0.3253,"M&H IR","ant-1.5",0.315,0.0103
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","OS",0.679,0.3733,"Low IR","ant-1.6",0.417,-0.0437
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","OS",0.5341,0.0601,"M&H IR","camel-1.0",-0.0074,0.0675
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","OS",0.719,0.4061,"Low IR","camel-1.2",0.3928,0.0133
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","OS",0.6918,0.3654,"M&H IR","camel-1.4",0.3892,-0.0238
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","OS",0.6962,0.3831,"M&H IR","camel-1.6",0.4161,-0.033
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","OS",0.6882,0.3695,"Low IR","Eclipse_JDT_Core",0.4124,-0.0429
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","OS",0.5987,0.1931,"M&H IR","Eclipse_PDE_UI",0.1983,-0.00520000000000001
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","OS",0.6891,0.398,"Low IR","Equinox_Framework",0.4183,-0.0203
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","OS",0.6125,0.2003,"M&H IR","ivy-2.0",0.2075,-0.00719999999999998
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","OS",0.8042,0.5799,"Low IR","jedit-3.2",0.6197,-0.0398000000000001
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","OS",0.7164,0.4336,"Low IR","jedit-4.0",0.3872,0.0464
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","OS",0.7029,0.4103,"Low IR","jedit-4.1",0.3794,0.0309
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","OS",0.7008,0.4035,"M&H IR","jedit-4.2",0.4579,-0.0543999999999999
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","OS",0.6555,0.223,"M&H IR","jedit-4.3",-0.0013,0.2243
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","OS",0.7529,0.49,"Low IR","log4j-1.0",0.412,0.078
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","OS",0.6051,0.2131,"M&H IR","Lucene",0.2744,-0.0613
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","OS",0.6112,0.2158,"M&H IR","Mylyn",0.2021,0.0137
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","OS",0.5843,0.1786,"M&H IR","poi-2.0",0.2608,-0.0822
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","OS",0.6139,0.2142,"M&H IR","synapse-1.0",0.1426,0.0716
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","OS",0.6819,0.3626,"Low IR","synapse-1.1",0.3709,-0.00830000000000003
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","OS",0.7005,0.4083,"Low IR","synapse-1.2",0.4585,-0.0502
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","OS",0.7074,0.4035,"Low IR","velocity-1.6",0.3823,0.0212000000000001
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","OS",0.7933,0.5616,"M&H IR","xerces-1.2",0.6234,-0.0618
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","OS",0.709,0.4158,"M&H IR","xerces-1.3",0.4165,-0.000699999999999978
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","UOS",0.6427,0.2529,"M&H IR","ant-1.3",0.1396,0.1133
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","UOS",0.7082,0.3512,"Low IR","ant-1.4",0.3572,-0.00600000000000001
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","UOS",0.6823,0.2722,"M&H IR","ant-1.5",0.315,-0.0428
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","UOS",0.6821,0.3576,"Low IR","ant-1.6",0.417,-0.0594
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","UOS",0.5679,0.1063,"M&H IR","camel-1.0",-0.0074,0.1137
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","UOS",0.6947,0.3375,"Low IR","camel-1.2",0.3928,-0.0553
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","UOS",0.7144,0.3444,"M&H IR","camel-1.4",0.3892,-0.0448
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","UOS",0.7099,0.3766,"M&H IR","camel-1.6",0.4161,-0.0395
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","UOS",0.6834,0.3463,"Low IR","Eclipse_JDT_Core",0.4124,-0.0661
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","UOS",0.6208,0.2042,"M&H IR","Eclipse_PDE_UI",0.1983,0.00589999999999999
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","UOS",0.691,0.3867,"Low IR","Equinox_Framework",0.4183,-0.0316
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","UOS",0.6494,0.2259,"M&H IR","ivy-2.0",0.2075,0.0184
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","UOS",0.8088,0.591,"Low IR","jedit-3.2",0.6197,-0.0287000000000001
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","UOS",0.7081,0.3723,"Low IR","jedit-4.0",0.3872,-0.0149
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","UOS",0.7218,0.4016,"Low IR","jedit-4.1",0.3794,0.0222
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","UOS",0.7321,0.3827,"M&H IR","jedit-4.2",0.4579,-0.0752
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","UOS",0.7023,0.2357,"M&H IR","jedit-4.3",-0.0013,0.237
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","UOS",0.7506,0.4547,"Low IR","log4j-1.0",0.412,0.0427
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","UOS",0.6473,0.2231,"M&H IR","Lucene",0.2744,-0.0513
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","UOS",0.6307,0.2129,"M&H IR","Mylyn",0.2021,0.0108
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","UOS",0.6072,0.2109,"M&H IR","poi-2.0",0.2608,-0.0499
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","UOS",0.6611,0.2723,"M&H IR","synapse-1.0",0.1426,0.1297
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","UOS",0.6523,0.3199,"Low IR","synapse-1.1",0.3709,-0.051
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","UOS",0.6604,0.3143,"Low IR","synapse-1.2",0.4585,-0.1442
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","UOS",0.6523,0.2924,"Low IR","velocity-1.6",0.3823,-0.0899
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","UOS",0.8297,0.5639,"M&H IR","xerces-1.2",0.6234,-0.0595
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","UOS",0.7138,0.3821,"M&H IR","xerces-1.3",0.4165,-0.0344
"ant-1.3",20,125,0.16,5.25,"CK+NET+PROC","C4.5","Y","US",0.6626,0.2487,"M&H IR","ant-1.3",0.1396,0.1091
"ant-1.4",40,178,0.224719101,3.45,"CK+NET+PROC","C4.5","Y","US",0.7107,0.3486,"Low IR","ant-1.4",0.3572,-0.0086
"ant-1.5",32,293,0.109215017,8.15625,"CK+NET+PROC","C4.5","Y","US",0.6993,0.2793,"M&H IR","ant-1.5",0.315,-0.0357
"ant-1.6",92,351,0.262108262,2.815217391,"CK+NET+PROC","C4.5","Y","US",0.6999,0.3878,"Low IR","ant-1.6",0.417,-0.0292
"camel-1.0",13,339,0.038348083,25.07692308,"CK+NET+PROC","C4.5","Y","US",0.6308,0.1064,"M&H IR","camel-1.0",-0.0074,0.1138
"camel-1.2",216,608,0.355263158,1.814814815,"CK+NET+PROC","C4.5","Y","US",0.7034,0.3432,"Low IR","camel-1.2",0.3928,-0.0496
"camel-1.4",145,872,0.166284404,5.013793103,"CK+NET+PROC","C4.5","Y","US",0.7376,0.3482,"M&H IR","camel-1.4",0.3892,-0.041
"camel-1.6",188,965,0.194818653,4.132978723,"CK+NET+PROC","C4.5","Y","US",0.7533,0.4225,"M&H IR","camel-1.6",0.4161,0.00639999999999996
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK+NET+PROC","C4.5","Y","US",0.7187,0.376,"Low IR","Eclipse_JDT_Core",0.4124,-0.0364
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK+NET+PROC","C4.5","Y","US",0.6458,0.2157,"M&H IR","Eclipse_PDE_UI",0.1983,0.0174
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK+NET+PROC","C4.5","Y","US",0.713,0.4296,"Low IR","Equinox_Framework",0.4183,0.0113
"ivy-2.0",40,352,0.113636364,7.8,"CK+NET+PROC","C4.5","Y","US",0.6854,0.2483,"M&H IR","ivy-2.0",0.2075,0.0408
"jedit-3.2",90,272,0.330882353,2.022222222,"CK+NET+PROC","C4.5","Y","US",0.8265,0.6015,"Low IR","jedit-3.2",0.6197,-0.0182
"jedit-4.0",75,306,0.245098039,3.08,"CK+NET+PROC","C4.5","Y","US",0.7399,0.418,"Low IR","jedit-4.0",0.3872,0.0308
"jedit-4.1",79,312,0.253205128,2.949367089,"CK+NET+PROC","C4.5","Y","US",0.7366,0.4074,"Low IR","jedit-4.1",0.3794,0.028
"jedit-4.2",48,367,0.130790191,6.645833333,"CK+NET+PROC","C4.5","Y","US",0.7383,0.3562,"M&H IR","jedit-4.2",0.4579,-0.1017
"jedit-4.3",11,492,0.022357724,43.72727273,"CK+NET+PROC","C4.5","Y","US",0.7377,0.1528,"M&H IR","jedit-4.3",-0.0013,0.1541
"log4j-1.0",34,135,0.251851852,2.970588235,"CK+NET+PROC","C4.5","Y","US",0.733,0.4422,"Low IR","log4j-1.0",0.412,0.0302
"Lucene",64,691,0.092619392,9.796875,"CK+NET+PROC","C4.5","Y","US",0.6823,0.2392,"M&H IR","Lucene",0.2744,-0.0352
"Mylyn",245,1862,0.131578947,6.6,"CK+NET+PROC","C4.5","Y","US",0.6597,0.2195,"M&H IR","Mylyn",0.2021,0.0174
"poi-2.0",37,314,0.117834395,7.486486486,"CK+NET+PROC","C4.5","Y","US",0.6333,0.174,"M&H IR","poi-2.0",0.2608,-0.0868
"synapse-1.0",16,157,0.101910828,8.8125,"CK+NET+PROC","C4.5","Y","US",0.6543,0.203,"M&H IR","synapse-1.0",0.1426,0.0604
"synapse-1.1",60,222,0.27027027,2.7,"CK+NET+PROC","C4.5","Y","US",0.6725,0.3354,"Low IR","synapse-1.1",0.3709,-0.0355
"synapse-1.2",86,256,0.3359375,1.976744186,"CK+NET+PROC","C4.5","Y","US",0.6865,0.3491,"Low IR","synapse-1.2",0.4585,-0.1094
"velocity-1.6",78,229,0.340611354,1.935897436,"CK+NET+PROC","C4.5","Y","US",0.6951,0.3526,"Low IR","velocity-1.6",0.3823,-0.0296999999999999
"xerces-1.2",71,440,0.161363636,5.197183099,"CK+NET+PROC","C4.5","Y","US",0.8319,0.54,"M&H IR","xerces-1.2",0.6234,-0.0833999999999999
"xerces-1.3",69,453,0.152317881,5.565217391,"CK+NET+PROC","C4.5","Y","US",0.7452,0.3534,"M&H IR","xerces-1.3",0.4165,-0.0631
"ant-1.3",20,125,0.16,5.25,"CK","LR","Y","MYSMOTE",0.8182,0.4501,"M&H IR","ant-1.3",0.2029,0.2472
"ant-1.4",40,178,0.224719101,3.45,"CK","LR","Y","MYSMOTE",0.519,0.0263,"Low IR","ant-1.4",-0.0038,0.0301
"ant-1.5",32,293,0.109215017,8.15625,"CK","LR","Y","MYSMOTE",0.8347,0.3947,"M&H IR","ant-1.5",0.1936,0.2011
"ant-1.6",92,351,0.262108262,2.815217391,"CK","LR","Y","MYSMOTE",0.8433,0.4977,"Low IR","ant-1.6",0.4757,0.022
"camel-1.0",13,339,0.038348083,25.07692308,"CK","LR","Y","MYSMOTE",0.7731,0.1499,"M&H IR","camel-1.0",0.0047,0.1452
"camel-1.2",216,608,0.355263158,1.814814815,"CK","LR","Y","MYSMOTE",0.5669,0.0919,"Low IR","camel-1.2",0.0744,0.0175
"camel-1.4",145,872,0.166284404,5.013793103,"CK","LR","Y","MYSMOTE",0.6997,0.2173,"M&H IR","camel-1.4",0.0614,0.1559
"camel-1.6",188,965,0.194818653,4.132978723,"CK","LR","Y","MYSMOTE",0.6591,0.1498,"M&H IR","camel-1.6",0.1441,0.00569999999999998
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","LR","Y","MYSMOTE",0.7804,0.4436,"Low IR","Eclipse_JDT_Core",0.3822,0.0614
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","LR","Y","MYSMOTE",0.7263,0.2644,"M&H IR","Eclipse_PDE_UI",0.1886,0.0758
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","LR","Y","MYSMOTE",0.8025,0.4103,"Low IR","Equinox_Framework",0.4001,0.0102
"ivy-2.0",40,352,0.113636364,7.8,"CK","LR","Y","MYSMOTE",0.8256,0.3619,"M&H IR","ivy-2.0",0.2441,0.1178
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","LR","Y","MYSMOTE",0.828,0.5072,"Low IR","jedit-3.2",0.4964,0.0108
"jedit-4.0",75,306,0.245098039,3.08,"CK","LR","Y","MYSMOTE",0.7729,0.3611,"Low IR","jedit-4.0",0.3597,0.00139999999999996
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","LR","Y","MYSMOTE",0.823,0.4869,"Low IR","jedit-4.1",0.4529,0.034
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","LR","Y","MYSMOTE",0.8372,0.3961,"M&H IR","jedit-4.2",0.335,0.0611
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","LR","Y","MYSMOTE",0.6277,0.0973,"M&H IR","jedit-4.3",-0.0025,0.0998
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","LR","Y","MYSMOTE",0.8558,0.4924,"Low IR","log4j-1.0",0.5181,-0.0257
"Lucene",64,691,0.092619392,9.796875,"CK","LR","Y","MYSMOTE",0.6787,0.2084,"M&H IR","Lucene",0.1518,0.0566
"Mylyn",245,1862,0.131578947,6.6,"CK","LR","Y","MYSMOTE",0.7051,0.2489,"M&H IR","Mylyn",0.1626,0.0863
"poi-2.0",37,314,0.117834395,7.486486486,"CK","LR","Y","MYSMOTE",0.6991,0.2127,"M&H IR","poi-2.0",0.1465,0.0662
"synapse-1.0",16,157,0.101910828,8.8125,"CK","LR","Y","MYSMOTE",0.7925,0.3442,"M&H IR","synapse-1.0",0.0936,0.2506
"synapse-1.1",60,222,0.27027027,2.7,"CK","LR","Y","MYSMOTE",0.7586,0.3676,"Low IR","synapse-1.1",0.2632,0.1044
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","LR","Y","MYSMOTE",0.765,0.4056,"Low IR","synapse-1.2",0.3607,0.0449
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","LR","Y","MYSMOTE",0.7032,0.2839,"Low IR","velocity-1.6",0.185,0.0989
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","LR","Y","MYSMOTE",0.6612,0.1726,"M&H IR","xerces-1.2",-0.0079,0.1805
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","LR","Y","MYSMOTE",0.768,0.238,"M&H IR","xerces-1.3",0.1614,0.0766
"ant-1.3",20,125,0.16,5.25,"CK","LR","Y","SMOTE",0.7913,0.4096,"M&H IR","ant-1.3",0.2029,0.2067
"ant-1.4",40,178,0.224719101,3.45,"CK","LR","Y","SMOTE",0.5599,0.1531,"Low IR","ant-1.4",-0.0038,0.1569
"ant-1.5",32,293,0.109215017,8.15625,"CK","LR","Y","SMOTE",0.8388,0.3901,"M&H IR","ant-1.5",0.1936,0.1965
"ant-1.6",92,351,0.262108262,2.815217391,"CK","LR","Y","SMOTE",0.8409,0.4782,"Low IR","ant-1.6",0.4757,0.0025
"camel-1.0",13,339,0.038348083,25.07692308,"CK","LR","Y","SMOTE",0.7373,0.1222,"M&H IR","camel-1.0",0.0047,0.1175
"camel-1.2",216,608,0.355263158,1.814814815,"CK","LR","Y","SMOTE",0.5521,0.0823,"Low IR","camel-1.2",0.0744,0.0079
"camel-1.4",145,872,0.166284404,5.013793103,"CK","LR","Y","SMOTE",0.6931,0.2027,"M&H IR","camel-1.4",0.0614,0.1413
"camel-1.6",188,965,0.194818653,4.132978723,"CK","LR","Y","SMOTE",0.6504,0.1296,"M&H IR","camel-1.6",0.1441,-0.0145
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","LR","Y","SMOTE",0.7749,0.4494,"Low IR","Eclipse_JDT_Core",0.3822,0.0672
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","LR","Y","SMOTE",0.696,0.1983,"M&H IR","Eclipse_PDE_UI",0.1886,0.00970000000000001
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","LR","Y","SMOTE",0.7973,0.3846,"Low IR","Equinox_Framework",0.4001,-0.0155
"ivy-2.0",40,352,0.113636364,7.8,"CK","LR","Y","SMOTE",0.8127,0.3045,"M&H IR","ivy-2.0",0.2441,0.0604
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","LR","Y","SMOTE",0.8209,0.5192,"Low IR","jedit-3.2",0.4964,0.0228
"jedit-4.0",75,306,0.245098039,3.08,"CK","LR","Y","SMOTE",0.675,0.2146,"Low IR","jedit-4.0",0.3597,-0.1451
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","LR","Y","SMOTE",0.83,0.4713,"Low IR","jedit-4.1",0.4529,0.0184
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","LR","Y","SMOTE",0.8314,0.3963,"M&H IR","jedit-4.2",0.335,0.0613
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","LR","Y","SMOTE",0.5327,0.0255,"M&H IR","jedit-4.3",-0.0025,0.028
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","LR","Y","SMOTE",0.853,0.5125,"Low IR","log4j-1.0",0.5181,-0.00560000000000005
"Lucene",64,691,0.092619392,9.796875,"CK","LR","Y","SMOTE",0.6721,0.1631,"M&H IR","Lucene",0.1518,0.0113
"Mylyn",245,1862,0.131578947,6.6,"CK","LR","Y","SMOTE",0.7043,0.2269,"M&H IR","Mylyn",0.1626,0.0643
"poi-2.0",37,314,0.117834395,7.486486486,"CK","LR","Y","SMOTE",0.72,0.2056,"M&H IR","poi-2.0",0.1465,0.0591
"synapse-1.0",16,157,0.101910828,8.8125,"CK","LR","Y","SMOTE",0.813,0.3646,"M&H IR","synapse-1.0",0.0936,0.271
"synapse-1.1",60,222,0.27027027,2.7,"CK","LR","Y","SMOTE",0.7156,0.3006,"Low IR","synapse-1.1",0.2632,0.0374
"synapse-1.2",86,256,0.3359375,1.976744186,"CK","LR","Y","SMOTE",0.7614,0.3472,"Low IR","synapse-1.2",0.3607,-0.0135
"velocity-1.6",78,229,0.340611354,1.935897436,"CK","LR","Y","SMOTE",0.6722,0.2426,"Low IR","velocity-1.6",0.185,0.0576
"xerces-1.2",71,440,0.161363636,5.197183099,"CK","LR","Y","SMOTE",0.5604,0.0966,"M&H IR","xerces-1.2",-0.0079,0.1045
"xerces-1.3",69,453,0.152317881,5.565217391,"CK","LR","Y","SMOTE",0.692,0.2254,"M&H IR","xerces-1.3",0.1614,0.064
"ant-1.3",20,125,0.16,5.25,"CK","LR","Y","OS",0.7819,0.4251,"M&H IR","ant-1.3",0.2029,0.2222
"ant-1.4",40,178,0.224719101,3.45,"CK","LR","Y","OS",0.4564,-0.005,"Low IR","ant-1.4",-0.0038,-0.0012
"ant-1.5",32,293,0.109215017,8.15625,"CK","LR","Y","OS",0.84,0.3925,"M&H IR","ant-1.5",0.1936,0.1989
"ant-1.6",92,351,0.262108262,2.815217391,"CK","LR","Y","OS",0.8375,0.4914,"Low IR","ant-1.6",0.4757,0.0157
"camel-1.0",13,339,0.038348083,25.07692308,"CK","LR","Y","OS",0.7559,0.1723,"M&H IR","camel-1.0",0.0047,0.1676
"camel-1.2",216,608,0.355263158,1.814814815,"CK","LR","Y","OS",0.5631,0.0975,"Low IR","camel-1.2",0.0744,0.0231
"camel-1.4",145,872,0.166284404,5.013793103,"CK","LR","Y","OS",0.6976,0.2177,"M&H IR","camel-1.4",0.0614,0.1563
"camel-1.6",188,965,0.194818653,4.132978723,"CK","LR","Y","OS",0.6566,0.1555,"M&H IR","camel-1.6",0.1441,0.0114
"Eclipse_JDT_Core",206,997,0.20661986,3.839805825,"CK","LR","Y","OS",0.7782,0.4538,"Low IR","Eclipse_JDT_Core",0.3822,0.0716
"Eclipse_PDE_UI",209,1497,0.139612558,6.162679426,"CK","LR","Y","OS",0.718,0.2534,"M&H IR","Eclipse_PDE_UI",0.1886,0.0648
"Equinox_Framework",129,324,0.398148148,1.511627907,"CK","LR","Y","OS",0.7967,0.3879,"Low IR","Equinox_Framework",0.4001,-0.0122
"ivy-2.0",40,352,0.113636364,7.8,"CK","LR","Y","OS",0.8176,0.3181,"M&H IR","ivy-2.0",0.2441,0.074
"jedit-3.2",90,272,0.330882353,2.022222222,"CK","LR","Y","OS",0.8224,0.5057,"Low IR","jedit-3.2",0.4964,0.00930000000000003
"jedit-4.0",75,306,0.245098039,3.08,"CK","LR","Y","OS",0.7296,0.3181,"Low IR","jedit-4.0",0.3597,-0.0416
"jedit-4.1",79,312,0.253205128,2.949367089,"CK","LR","Y","OS",0.8139,0.457,"Low IR","jedit-4.1",0.4529,0.00409999999999999
"jedit-4.2",48,367,0.130790191,6.645833333,"CK","LR","Y","OS",0.844,0.4007,"M&H IR","jedit-4.2",0.335,0.0657
"jedit-4.3",11,492,0.022357724,43.72727273,"CK","LR","Y","OS",0.5912,0.0973,"M&H IR","jedit-4.3",-0.0025,0.0998
"log4j-1.0",34,135,0.251851852,2.970588235,"CK","LR","Y","OS",0.8533,0.4939,"Low IR","log4j-1.0",0.5181,-0.0242
"Lucene",64,691,0.092619392,9.796875,"CK","LR","Y","OS",0.674,0.1976,"M&H IR","Lucene",0.1518,0.0458
"Mylyn",245,1862,0.131578947,6.6,"CK","LR","Y","OS",0.6977,0.2401,"M&H IR","Mylyn",0.1626,0.0775
"poi-2.0",37,314,0.117834395,7.486486486,"CK","LR","Y","OS",0.6694,0.1916,"M&H IR","poi-2.0",0.1465,0.0451
"synapse-1.0",16,157,0.101910828,8.8125,"CK","LR","Y","OS",0.8045,0.3553,"M&H IR","synapse-1.0",0.0936,0.2617
"synapse-1.1",60,222,0.27027027,2.7,"CK","LR","Y","OS",0.7239,0.312,"Low IR","synapse-1.1",0.2632,0.0488
